f1;f2;f3;f4;f5;f6;f7;Fichero
0.38306;0.0873812;0.00144995;0.00116396;1.10014e-06;0.000212939;1.0374e-06;train/lizzard-6.png
0.298658;0.0360021;0.0153898;0.00163653;-2.30133e-06;-0.000150028;7.88398e-06;train/bird-17.png
0.225346;0.00687528;0.00456147;0.000342829;-4.27362e-07;-2.83568e-05;3.40454e-08;train/butterfly-4.png
0.315193;0.0247526;0.0283398;0.00376123;4.47445e-06;-0.000261007;3.85736e-05;train/bat-14.png
0.183914;0.00427614;0.000433203;8.09233e-06;4.24904e-10;3.52263e-07;2.21415e-10;train/frog-19.png
0.224387;3.17071e-09;1.15467e-08;5.32092e-09;4.08053e-17;1.65763e-13;8.625e-18;train/device0-19.png
0.187123;0.000987301;0.00113237;0.000220482;1.00452e-07;6.8112e-06;4.52362e-08;train/ray-15.png
0.40204;0.133601;0.000518758;0.000180319;5.04983e-08;4.37762e-05;2.21686e-08;train/fish-10.png
0.228901;1.03975e-05;1.01603e-07;2.90615e-08;-1.98397e-16;-8.08769e-11;-1.56667e-15;train/device2-5.png
0.201749;3.08178e-06;6.67015e-07;2.51934e-08;-1.69726e-15;3.35689e-11;2.79019e-15;train/device0-6.png
0.321279;0.0733046;0.00066577;0.000379906;1.90821e-07;9.59931e-05;-9.61333e-09;train/lmfish-1.png
0.231103;0.0200847;0.000892641;0.000102577;-1.77348e-08;-9.57592e-06;-2.54738e-08;train/turtle-10.png
0.378289;0.000167631;0.000861557;0.00100858;-8.93617e-07;-1.27472e-05;-2.92199e-07;train/horseshoe-4.png
0.26218;0.0389959;8.11655e-05;1.63877e-05;5.92367e-10;3.08171e-06;-7.94676e-11;train/brick-11.png
0.215387;2.37742e-07;6.81019e-10;1.50949e-07;1.0368e-15;6.08576e-11;1.12577e-15;train/device0-15.png
0.540396;0.000157111;0.00346103;0.000200635;1.59702e-07;-1.40309e-06;-4.94783e-08;train/horseshoe-18.png
0.209711;0.0053176;0.00249094;3.65327e-05;2.34728e-09;-1.705e-06;1.07677e-08;train/fountain-09.png
0.35472;0.048784;0.00130871;0.000155718;-2.63499e-08;-1.90162e-05;-6.51707e-08;train/dog-2.png
0.19134;6.65595e-05;2.3367e-06;8.00543e-07;-7.72026e-13;-5.92432e-10;7.76405e-13;train/device6-4.png
0.207037;0.0041838;0.000604231;9.03283e-05;4.33433e-09;4.10385e-06;-2.06528e-08;train/frog-13.png
0.237275;0.0275966;0.000544726;0.000114813;2.76554e-08;1.59882e-05;7.72071e-09;train/car-01.png
0.95403;0.770195;0.330138;0.207092;0.0541299;0.180618;-0.00145189;train/hammer-3.png
0.263694;0.00749676;7.38597e-05;6.69346e-06;-1.48655e-10;5.77383e-07;-7.14898e-12;train/beetle-15.png
0.264922;0.0415772;0.000943891;0.000256332;1.21135e-07;4.78233e-05;3.4984e-08;train/shoe-18.png
0.233332;0.0157792;0.00117511;0.000704354;4.59376e-07;7.71701e-05;-4.46771e-07;train/Comma-8.png
0.267795;0.0246163;0.000827696;5.25537e-05;-7.75984e-09;2.49443e-06;7.741e-09;train/cattle-12.png
0.925524;0.8295;7.52209e-05;1.70688e-05;3.92158e-10;5.15928e-06;-4.69339e-10;train/pencil-2.png
0.182533;0;0;0;0;0;0;train/device2-15.png
0.860768;0.562391;0.320235;0.167886;0.0389264;0.125844;-0.000274915;train/fork-20.png
0.180053;0.000471932;0.000762376;1.22847e-05;2.43306e-11;4.72384e-08;1.18861e-09;train/hat-12.png
0.207037;0.0041838;0.000604231;9.03283e-05;4.33433e-09;4.10385e-06;2.06528e-08;train/frog-12.png
0.186258;0.00846328;0.000259279;2.79578e-05;2.35826e-09;2.53857e-06;3.23343e-10;train/face-12.png
0.236944;0.011125;0.00149951;0.000347461;-2.25999e-07;-3.51407e-05;-1.08752e-07;train/crown-17.png
0.211125;1.07315e-08;1.70944e-07;1.78622e-08;9.21551e-16;-1.14576e-12;-3.53515e-16;train/device2-20.png
0.4426;0.131109;0.0104914;0.00730621;6.3902e-05;0.00263638;-2.88058e-06;train/carriage-12.png
0.182741;9.03336e-06;5.79949e-07;3.36122e-07;5.32229e-14;-1.89827e-10;1.3853e-13;train/device9-6.png
0.626961;0.0448991;0.0974792;0.00225468;1.39473e-05;6.87801e-05;3.03771e-05;train/dog-3.png
0.414118;0.0849172;0.0502567;0.0175815;0.000521927;0.00510163;2.67928e-05;train/hammer-10.png
0.22982;0.0199293;0.000177726;5.25032e-05;2.21299e-09;7.36087e-06;-4.56344e-09;train/turtle-16.png
0.191676;4.43312e-05;9.6731e-06;1.67582e-06;-2.00895e-12;-4.72803e-09;6.4412e-12;train/device3-14.png
0.179267;0.000362727;6.86139e-05;4.63732e-05;-2.20639e-09;3.58042e-08;-1.40512e-09;train/elephant-10.png
0.184073;0.00116098;0.00110277;6.03824e-06;4.51148e-10;1.57531e-07;-1.98107e-10;train/teddy-16.png
0.498987;0.0524526;0.0296269;0.000746637;-2.1545e-06;-0.00016247;2.77302e-06;train/dog-14.png
0.193885;0.00164398;0.000257768;9.46486e-05;-1.2966e-08;-3.17279e-06;-7.10233e-09;train/elephant-20.png
0.206647;0.00606964;0.0016958;0.000152957;-7.78635e-08;-1.19139e-05;-2.39398e-09;train/butterfly-5.png
0.229021;0.00212154;0.00545591;6.20207e-05;-9.75611e-10;1.88749e-06;3.60645e-08;train/chicken-5.png
0.414118;0.0849172;0.0502567;0.0175815;0.000521927;0.00510163;-2.67928e-05;train/hammer-9.png
0.211436;0.00247631;0.00183498;4.09325e-05;-2.39492e-10;-1.9824e-06;1.12155e-08;train/chicken-18.png
0.318004;0.0598185;0.0148821;0.00734316;7.67636e-05;0.0017954;-8.51552e-08;train/key-19.png
0.238323;3.64013e-08;1.28485e-08;5.56608e-08;-1.18669e-15;-8.52892e-12;8.98554e-16;train/device7-1.png
0.540396;0.000157111;0.00346103;0.000200635;1.59702e-07;-1.40309e-06;-4.94783e-08;train/horseshoe-5.png
0.376328;0.0924021;0.00531458;0.00359194;1.56766e-05;0.0010911;-7.35229e-07;train/carriage-17.png
0.192006;0.00730081;0.00145528;7.54594e-05;-7.68794e-09;-3.56755e-06;2.37948e-08;train/HCircle-8.png
0.189269;0.00463382;0.0012164;5.99021e-05;-1.08708e-08;-2.72486e-06;-1.19701e-08;train/Heart-11.png
0.194013;0.00509927;0.000821014;9.25055e-05;2.21621e-08;6.25315e-06;1.25997e-08;train/chopper-05.png
0.362476;0.000560986;0.00046701;0.00011945;-1.63301e-08;2.03649e-06;2.30059e-08;train/horseshoe-12.png
0.970799;0.855263;0.012566;0.00987666;0.000110014;0.00912976;-1.91603e-06;train/Bone-5.png
0.290504;0.024248;0.0019062;0.00150356;1.92035e-06;0.000225017;1.6708e-06;train/rat-19.png
0.218936;0.0166836;0.00106749;7.72319e-05;6.55629e-09;6.05768e-07;2.11844e-08;train/truck-07.png
0.181735;0.00343548;0.000992537;3.88953e-05;-3.96168e-09;-1.28984e-06;-6.53516e-09;train/Heart-3.png
0.186202;0.00792008;6.84408e-06;1.99603e-06;7.37729e-12;1.5271e-07;-5.14431e-14;train/jar-2.png
0.173227;0.00258873;1.01036e-05;5.59648e-07;1.28683e-12;2.38867e-09;3.39213e-13;train/Misk-8.png
1.37661;1.86743;0.000358777;0.0003435;1.20587e-07;0.000465679;-3.58109e-10;train/pencil-10.png
0.519586;0.174137;0.00362842;0.000411719;7.64907e-08;3.22993e-05;-4.97375e-07;train/spring-5.png
0.310208;0.0459877;0.0126841;0.00107763;-6.34072e-07;-9.55711e-05;-3.93334e-06;train/bat-5.png
0.216161;0.00464301;0.000198357;0.000255143;4.01109e-08;-5.65196e-07;4.10573e-08;train/camel-16.png
0.171136;0.0024119;9.05336e-05;1.0483e-06;1.00002e-11;4.23886e-08;-2.07166e-12;train/jar-18.png
0.201478;0.00150331;0.00120574;0.000519676;4.11019e-07;1.73619e-05;1.68505e-08;train/ray-10.png
0.344955;0.0242795;0.0172083;0.00428492;3.67615e-05;0.000638999;-1.55918e-06;train/Glas-20.png
0.28454;0.0522875;0.000275353;8.11598e-05;1.08756e-08;7.77706e-06;-5.37806e-09;train/cellular_phone-5.png
0.297955;0.0432247;0.000534972;9.56393e-05;1.58878e-08;1.20799e-05;-1.46824e-08;train/cattle-3.png
0.204799;0.0141573;0.00090168;5.94e-05;-1.37102e-08;-7.05881e-06;1.00418e-09;train/HCircle-3.png
0.203647;0.0118445;0.000172605;2.98621e-05;-1.50395e-09;-2.6473e-06;1.52791e-09;train/turtle-20.png
0.266334;0.000183983;0.00116334;5.8389e-06;-3.09427e-10;-6.95505e-08;3.68557e-10;train/octopus-17.png
0.259112;0.0212213;0.00175646;1.998e-05;2.93957e-09;1.04384e-06;2.317e-09;train/dog-1.png
0.641707;0.351794;0.0660226;0.0549077;0.00330595;0.0325651;-1.45896e-06;train/Bone-14.png
0.188356;0.000899397;0.0014798;7.36463e-05;-2.40024e-08;-2.17433e-06;-3.8704e-09;train/hat-5.png
0.198799;1.0047e-08;5.86003e-09;4.92278e-10;-8.34332e-19;3.56151e-14;-5.4563e-20;train/device0-11.png
0.257079;0.038411;0.000503319;0.000103093;2.11583e-08;1.41083e-05;-1.01887e-08;train/personal_car-20.png
0.25552;0.0368427;0.000964554;0.000269815;1.34203e-07;4.80023e-05;3.05925e-08;train/shoe-15.png
0.235598;5.44496e-05;0.0113155;6.52391e-05;4.4874e-08;1.43347e-07;-3.35898e-08;train/device8-16.png
0.537771;0.193396;0.193345;0.134137;0.0215968;0.0588755;-0.000466219;train/spoon-18.png
0.226384;1.46728e-05;2.26462e-08;3.27299e-09;-2.21141e-17;-2.89951e-12;1.74637e-17;train/device5-20.png
0.408861;0.110142;0.0028762;0.00321866;9.78403e-06;0.00106773;-4.22971e-07;train/carriage-05.png
0.471643;0.0966542;0.0159841;0.00204918;-2.34862e-06;0.000157649;-1.14902e-05;train/sea_snake-4.png
0.240452;0.0265783;0.00142586;0.000578925;5.02818e-07;8.11311e-05;-1.54377e-07;train/Comma-13.png
0.310671;0.0332678;0.000689145;0.00010839;1.91378e-08;-1.64631e-05;-2.26121e-08;train/deer-8.png
0.258326;0.0328125;0.000753056;0.000165907;2.96587e-08;2.25682e-06;-5.05893e-08;train/turtle-3.png
0.244637;0.0317956;1.55857e-05;2.79204e-06;1.4189e-11;2.58499e-07;-1.1743e-11;train/brick-13.png
0.21958;0.00669926;0.000819737;0.000458333;1.63611e-08;1.63937e-05;-2.8046e-07;train/elephant-4.png
0.443997;0.127754;0.0349391;0.0054001;2.92899e-05;-4.02828e-05;6.81474e-05;train/bat-3.png
0.262341;0;0;0;0;0;0;train/device2-16.png
0.571992;0.199028;0.132605;0.0551647;0.0047098;0.0246103;-0.000280429;train/hammer-17.png
1.48368;2.16299;0.0320933;0.0270994;0.000799078;0.0395109;-1.31577e-05;train/fish-6.png
0.176907;5.81981e-07;2.39256e-08;1.46047e-09;3.3647e-18;-1.02038e-12;-7.95053e-18;train/device1-7.png
0.259563;0.0294889;0.00189021;0.000290234;2.01594e-07;4.9168e-05;7.46466e-08;train/cattle-19.png
0.282706;0.0207758;0.00497456;0.00117671;2.11859e-06;3.12515e-05;1.90175e-06;train/butterfly-11.png
0.537771;0.193396;0.193345;0.134137;0.0215968;0.0588755;0.000466219;train/spoon-17.png
0.193424;0.000337246;0.000362276;0.000332864;1.15522e-07;6.04649e-06;-3.95445e-09;train/ray-13.png
0.201802;0.0110779;0.000492936;0.000244319;8.4596e-08;2.57036e-05;5.69253e-09;train/flatfish-8.png
0.180913;0.000888696;0.000280492;2.56248e-05;1.54942e-09;-7.35981e-07;1.52279e-09;train/cup-6.png
0.194137;0.00254848;0.00144051;0.000134641;-5.92651e-08;-6.7848e-06;-1.91412e-09;train/hat-7.png
0.259527;0.0375126;0.00119442;0.000250051;1.26368e-07;3.67557e-05;5.2013e-08;train/car-02.png
0.410225;0.100317;0.00308463;0.00303617;7.74226e-06;0.000506399;5.13721e-06;train/lizzard-7.png
0.233435;0.0110713;0.000783003;5.8627e-05;8.8551e-09;5.96311e-06;8.90893e-09;train/camel-19.png
0.29779;0.0107298;0.0169122;0.00456077;3.97164e-05;0.000456171;-5.19762e-06;train/Glas-5.png
0.380469;0.108567;0.0105628;0.00667782;5.60843e-05;0.00220026;-8.76062e-08;train/spoon-13.png
0.27638;0.0241757;0.000760065;0.000633122;2.77485e-07;8.12971e-05;3.40432e-07;train/rat-07.png
0.186783;0.00120837;0.00110791;5.30866e-06;3.87631e-12;1.35533e-07;4.07109e-10;train/teddy-20.png
0.258339;0.0328169;0.000753337;0.000166118;2.98272e-08;2.32914e-06;-5.0633e-08;train/turtle-2.png
0.719972;0.353162;0.0712546;0.00624925;0.000129289;0.00368577;-2.59684e-05;train/fork-19.png
0.458189;0.0119885;0.0861249;0.00539183;-0.000116001;0.000524163;-6.61639e-06;train/stef-20.png
0.18436;0.00109618;0.00112312;2.90172e-06;5.51152e-11;7.63675e-08;1.56214e-10;train/teddy-05.png
0.281428;0.0246803;0.000633937;0.000517495;1.4983e-07;7.48779e-05;2.55745e-07;train/rat-16.png
0.189;0.00978237;0.000153766;2.0886e-05;1.18359e-09;2.06561e-06;8.31392e-12;train/face-20.png
0.327607;0.0314613;0.00487735;3.15998e-05;-7.46912e-09;-1.86844e-06;-9.90515e-09;train/horse-6.png
0.203195;0.00347813;0.000266248;0.000117377;-1.58111e-08;-1.95233e-06;1.34377e-08;train/elephant-8.png
0.253782;0.0197075;0.00518842;0.000375877;-5.14227e-07;-5.20228e-05;1.05372e-07;train/butterfly-17.png
0.243838;0.0308597;0.000988346;0.000249995;1.22772e-07;4.2934e-05;1.92099e-08;train/shoe-11.png
0.244642;0.0299205;0.00182547;0.000467476;4.31562e-07;8.08373e-05;1.55573e-08;train/shoe-3.png
0.208363;0.0142671;0.000534705;0.000252634;9.25937e-08;2.97811e-05;6.93161e-09;train/flatfish-10.png
0.162566;0.000112491;5.22387e-05;4.07539e-06;5.90717e-11;4.31815e-08;6.81368e-12;train/apple-20.png
0.225516;0.0219442;0.000977802;0.000534449;3.8635e-07;7.90002e-05;1.72163e-09;train/flatfish-4.png
0.18914;0.000647455;0.000174747;8.67416e-05;-2.74158e-09;-2.19249e-06;1.03215e-08;train/elephant-3.png
0.201195;0.00265309;0.000337211;2.84098e-05;2.54012e-09;-1.41329e-06;1.13139e-09;train/elephant-16.png
0.499113;0.218362;0.000683552;9.51352e-05;-1.60596e-10;-1.43774e-05;2.42599e-08;train/lmfish-3.png
0.477809;0.105159;0.0191177;0.00273952;6.43929e-07;0.000352976;1.98153e-05;train/sea_snake-3.png
0.230983;0.0191548;0.00152645;0.000206493;-2.34244e-08;-6.02191e-06;1.1354e-07;train/turtle-4.png
0.79267;0.577184;0.0874971;0.0761262;0.00621151;0.0573987;-0.000133954;train/spoon-11.png
0.162377;3.98701e-05;4.92907e-07;1.47826e-08;8.42195e-16;7.46583e-11;9.39678e-16;train/device9-16.png
0.332969;0.0345738;0.0288898;0.00741432;0.000107875;0.00136786;1.17415e-05;train/hammer-12.png
0.202851;0.00826994;0.00110106;2.31287e-05;3.43674e-09;1.91726e-06;-1.34599e-09;train/tree-14.png
0.20683;0.000366202;0.00672365;1.25509e-05;8.47693e-10;1.91538e-07;3.54608e-09;train/device4-9.png
0.2136;0.00427781;0.00397771;0.000152165;-1.08437e-07;-9.92525e-06;4.74971e-08;train/chicken-7.png
0.537453;0.0550725;0.0620172;0.00243527;-8.35188e-06;-0.000150391;2.87389e-05;train/dog-19.png
0.160015;1.93468e-05;1.2144e-05;9.47731e-08;9.91125e-14;-3.99907e-10;2.26781e-14;train/apple-2.png
0.164162;5.51697e-09;1.95619e-09;9.86338e-11;1.63827e-20;-4.59293e-15;-4.01087e-20;train/device2-12.png
0.244484;0.00528819;0.00097841;3.03154e-06;1.30353e-10;1.97525e-07;-1.01328e-10;train/beetle-6.png
0.341754;0.0880512;0.000634649;0.000434714;2.28313e-07;0.000125685;-3.18412e-09;train/children-19.png
0.173429;6.73156e-05;2.1735e-08;8.16994e-09;-3.77128e-17;-3.18339e-11;-1.0213e-16;train/device9-10.png
0.214713;0.0161857;0.000925637;0.000462029;3.01813e-07;5.7972e-05;1.42931e-08;train/flatfish-20.png
0.228613;0.024642;0.000467256;0.00023469;7.77065e-08;3.68184e-05;1.31173e-09;train/flatfish-15.png
0.206533;0.0117206;0.00119059;8.13297e-05;2.5304e-08;8.80304e-06;4.42323e-10;train/tree-13.png
0.203036;1.18853e-06;3.37929e-05;1.92744e-06;7.09488e-12;1.48754e-09;1.38433e-11;train/device5-11.png
0.163641;1.15932e-05;2.01786e-06;1.3419e-08;-1.69477e-15;1.1783e-11;1.41551e-15;train/device3-3.png
0.325534;0.0764347;0.00352033;0.00194102;5.06974e-06;0.000529602;2.03776e-07;train/fish-17.png
0.235253;0.00285967;0.000882992;0.000246485;5.87073e-08;-1.10849e-05;-9.88756e-08;train/camel-4.png
0.180806;0.00100543;0.00096246;5.10132e-06;3.3978e-10;1.61312e-07;1.10996e-10;train/teddy-18.png
0.216928;0.00227604;5.49182e-06;1.88721e-05;9.07113e-11;3.53503e-07;1.69363e-10;train/rat-09.png
0.284367;0.0508478;0.00189587;0.000460627;3.57127e-07;6.46087e-05;-2.40318e-07;train/classic-3.png
0.185459;0.00425606;7.02216e-06;1.00587e-05;-5.44574e-11;5.49176e-07;6.46603e-11;train/Misk-7.png
0.227635;0.0223766;0.000952473;9.1273e-05;1.71304e-08;5.4071e-06;2.07553e-08;train/car-14.png
0.250362;0.000142193;5.15321e-05;7.24212e-07;4.16553e-12;6.99192e-09;1.49069e-12;train/device5-4.png
0.207228;0.00834675;0.00129848;4.19887e-05;-5.41588e-09;-2.58024e-06;-8.17266e-09;train/Heart-16.png
0.195107;0.0107751;0.000123697;4.29428e-06;6.33548e-11;4.15911e-07;7.60378e-11;train/jar-15.png
0.201158;0.00710006;0.00260729;0.000184745;-5.15438e-08;-9.3221e-06;1.17403e-07;train/hat-8.png
0.20148;0.00150564;0.00120521;0.000520066;4.11403e-07;1.73915e-05;1.65422e-08;train/ray-9.png
0.291107;0.0512459;0.00349422;0.00039627;-2.76011e-08;-2.75692e-05;-4.65479e-07;train/classic-17.png
0.197406;8.81014e-09;5.31308e-10;6.70618e-09;-1.85297e-19;5.93999e-13;1.26572e-17;train/device7-2.png
0.230323;0.0245856;0.000655203;0.000100691;2.26873e-08;1.04431e-05;1.24162e-08;train/car-17.png
0.22227;0.00183205;0.000570706;3.15504e-05;4.11996e-09;1.33213e-06;9.74461e-10;train/beetle-2.png
0.7049;0.466217;0.0356147;0.030167;0.000988792;0.0205763;5.52431e-06;train/pencil-4.png
0.221777;0.00348214;0.00483594;0.000117554;-8.81416e-08;-6.68475e-06;9.32604e-09;train/chicken-1.png
0.162025;7.46132e-06;2.38841e-06;3.16677e-08;7.54245e-15;-4.32168e-11;-4.35452e-15;train/device3-6.png
0.194578;0.00766506;0.000782713;0.000250356;1.10813e-07;2.19157e-05;-1.67346e-09;train/flatfish-9.png
0.348867;0.0923975;0.000311531;4.13946e-05;-2.54534e-09;-9.17674e-06;-3.95199e-09;train/cellular_phone-3.png
0.672651;0.364204;0.0790914;0.041403;0.00236451;0.0248848;-0.000149923;train/fork-4.png
0.163688;3.29004e-05;0.000103631;5.94132e-06;1.47228e-10;-9.14266e-09;-7.60595e-12;train/apple-7.png
0.642377;0.158202;0.0148907;0.00166289;-2.26059e-06;-0.000119856;-7.95995e-06;train/sea_snake-20.png
1.06248;0.937046;0.0796363;0.00881257;0.00018611;0.00701681;-0.000140947;train/fork-14.png
0.896774;0.749353;0.16823;0.154961;0.0250169;0.131676;-0.000389188;train/spoon-3.png
0.213913;0.007859;0.00024041;3.49156e-05;-1.0354e-09;2.66606e-06;-3.02674e-09;train/frog-5.png
0.173956;9.11822e-07;4.05287e-07;1.10936e-08;2.01415e-16;6.91769e-12;-7.16066e-16;train/device1-6.png
0.229915;1.8273e-05;8.62255e-10;2.12745e-09;-3.42438e-19;5.27365e-12;-2.861e-18;train/device2-17.png
0.183381;0.00757675;0.000111603;6.89237e-06;1.90091e-10;5.96249e-07;-2.01622e-11;train/jar-6.png
0.269149;0.000609684;0.0165956;0.000226249;2.1832e-07;5.58613e-06;-3.80179e-07;train/device8-2.png
0.18453;0.00126067;0.00105675;5.75396e-06;1.43484e-10;1.67298e-07;4.25118e-10;train/teddy-17.png
0.340978;0.0230018;0.0181722;0.0066507;7.12819e-05;0.000960473;-1.62688e-05;train/Glas-14.png
0.506388;3.42642e-05;1.93101e-05;0.000174592;-9.16794e-09;9.05721e-07;4.32631e-09;train/device6-19.png
0.259553;0.0294883;0.00188871;0.000290393;2.01615e-07;4.91869e-05;7.48522e-08;train/cattle-18.png
0.251031;0.000223231;2.96347e-06;5.80254e-07;-7.47935e-13;6.13023e-09;-1.39861e-13;train/device5-12.png
0.162619;1.91324e-06;8.42425e-08;6.05641e-08;-3.09383e-15;8.10319e-11;3.02368e-15;train/device9-13.png
0.243188;0.029759;0.000127312;1.06038e-05;1.6556e-10;6.41246e-07;-3.52681e-10;train/brick-09.png
0.163753;2.87229e-05;0.000108383;6.17291e-06;1.59545e-10;-6.90133e-09;-6.26071e-12;train/apple-12.png
0.278624;0.0340342;0.0131956;0.00538895;4.54402e-05;0.000994159;5.32987e-07;train/key-14.png
0.344518;0.0857657;0.00153576;0.000964133;1.16948e-06;0.000271793;9.32161e-08;train/fish-12.png
0.242584;0.0322022;0.000334078;0.000112135;2.14714e-08;1.96713e-05;3.16851e-09;train/personal_car-16.png
0.172662;2.52372e-06;6.48396e-07;1.57818e-07;-4.5559e-14;2.49952e-10;-2.17495e-14;train/device3-4.png
0.324858;0.0372714;0.00517642;0.000295083;2.13581e-07;5.69671e-05;2.95613e-07;train/horse-1.png
0.229631;0.0237905;0.000368207;0.000127019;2.54198e-08;9.53563e-06;-1.04116e-08;train/Comma-19.png
0.199826;0.00662145;0.00159262;0.00015192;7.16104e-08;1.21864e-05;2.13574e-08;train/frog-7.png
0.325893;0.0457587;0.0191385;0.00176931;-6.29689e-07;-0.000114208;1.02766e-05;train/bat-17.png
0.274852;7.61112e-05;5.99881e-07;4.75959e-07;2.5205e-13;-2.61737e-09;3.39306e-14;train/device5-1.png
0.592484;0.0635123;0.0650151;0.00308013;2.06516e-05;6.21951e-05;3.83845e-05;train/dog-7.png
0.213749;0.0046632;0.00292939;6.16569e-05;2.19346e-08;-4.04929e-06;-1.43354e-08;train/fountain-06.png
0.291778;0.0560562;0.000770194;0.000226778;9.30315e-08;5.22112e-05;1.8105e-08;train/shoe-14.png
0.582076;0.260853;0.025809;0.00555867;6.65669e-05;0.00283631;1.30127e-06;train/fork-12.png
0.345805;0.0656081;0.0337762;0.0208129;0.00055155;0.00532104;-1.75457e-05;train/guitar-15.png
0.722664;0.493093;0.0192521;0.0163181;0.00028923;0.0114552;-7.91137e-07;train/pencil-14.png
0.197603;0.00638025;0.000677414;0.000101108;2.16778e-08;7.40402e-06;1.51745e-08;train/chopper-06.png
0.265675;0.0397151;0.00182903;0.000480352;4.05051e-07;7.64979e-05;-1.96611e-07;train/classic-1.png
0.437649;0.146495;0.000204404;0.0001296;3.29719e-09;4.36202e-05;2.08343e-08;train/tree-6.png
0.184979;0.00130288;0.00115549;9.80361e-06;9.87386e-10;3.523e-07;3.37363e-10;train/teddy-14.png
0.1995;6.19952e-07;4.53336e-07;2.45275e-08;2.47692e-15;-6.02366e-12;7.44435e-16;train/device7-11.png
0.177101;0.000132289;8.02942e-06;2.07108e-06;8.32745e-12;2.14571e-08;-1.40845e-12;train/device6-5.png
0.278251;0.0239997;0.00133099;0.000110913;-1.5574e-08;-1.22866e-05;3.96671e-08;train/dog-9.png
0.198939;0.00204802;0.00173297;9.21698e-06;3.68005e-10;2.00727e-07;1.10522e-09;train/octopus-6.png
0.321939;0.0398368;0.0204078;0.00158935;6.69324e-08;-7.32106e-05;9.0514e-06;train/bat-1.png
0.21408;0.0113638;0.00040208;6.94532e-06;3.11979e-10;6.76419e-07;-1.93328e-10;train/beetle-19.png
0.294971;0.0140572;0.00211408;5.47405e-05;-1.33135e-08;-6.23048e-06;-1.30202e-08;train/dog-13.png
0.898928;0.697331;0.0414142;0.0190961;0.000502983;0.0118051;0.00018815;train/Bone-7.png
0.236024;0.0248477;0.00113643;0.000697126;6.20227e-07;0.000108856;1.8273e-08;train/flatfish-2.png
0.176936;0.00149434;0.000446228;5.75028e-05;8.85959e-09;2.03792e-06;2.52035e-09;train/cup-10.png
0.423185;0.13519;0.000342944;0.000806783;3.7605e-07;0.000272383;1.96667e-07;train/lizzard-16.png
0.442552;0.0189288;0.00896192;0.000220004;2.49184e-07;2.84152e-05;-1.82591e-07;train/pocket-5.png
0.193933;0.00449723;0.00275156;8.43764e-05;4.06455e-08;5.65837e-06;-9.07895e-10;train/bell-11.png
1.03699;1.02764;0.0331313;0.0277696;0.000842172;0.027964;-1.55485e-05;train/Bone-20.png
0.34538;0.0664619;0.0162412;0.0016997;-4.65576e-06;-0.000311307;7.62064e-06;train/bat-12.png
0.260367;0.0393987;0.000272321;8.94996e-05;1.28891e-08;9.96353e-06;-5.39434e-09;train/cellular_phone-11.png
0.197341;0.00911823;0.00138325;9.07887e-05;-2.90995e-08;-8.23246e-06;1.37241e-08;train/HCircle-16.png
0.231933;0.00303778;0.00401718;6.33009e-07;-2.57586e-11;2.53095e-08;1.88531e-11;train/fly-4.png
0.212168;2.8358e-08;8.0749e-07;1.01577e-07;2.68701e-14;-1.60534e-11;1.11489e-14;train/device2-19.png
0.238021;0.0126717;0.00158428;5.63823e-06;5.31653e-10;6.31536e-07;-3.61659e-11;train/tree-4.png
0.236195;0.0271842;0.000540684;0.000100361;2.18403e-08;1.21985e-05;8.34052e-09;train/car-08.png
0.284091;0.00562616;0.00144588;1.08348e-05;1.30808e-09;8.03978e-07;3.5772e-10;train/pocket-9.png
0.267232;0.0406052;0.00146231;0.000358021;2.17933e-07;5.20132e-05;-1.40042e-07;train/classic-5.png
0.943065;0.79982;0.0228984;0.0157817;0.000300007;0.014114;1.0719e-06;train/Bone-6.png
0.242942;0.0259479;0.00164146;0.00025931;5.23671e-08;6.07347e-06;-1.60869e-07;train/turtle-13.png
0.250388;0.032672;0.000976423;0.000124911;2.50076e-08;6.42475e-06;3.57437e-08;train/car-20.png
0.192686;0.00148111;0.00102298;7.90742e-06;-6.70123e-10;-4.66797e-08;-2.38174e-10;train/Misk-15.png
0.200099;0.0101165;0.00186018;8.98737e-05;-3.17995e-08;-8.49206e-06;1.84163e-08;train/HCircle-18.png
0.248734;0.0040409;7.79783e-05;0.000454885;-4.4375e-08;2.87107e-05;7.3284e-08;train/beetle-8.png
0.193933;0.00449723;0.00275156;8.43764e-05;4.06455e-08;5.65837e-06;9.07895e-10;train/bell-12.png
0.344416;0.03134;0.00398664;0.000135785;9.35644e-08;1.27918e-05;3.5021e-08;train/deer-4.png
0.27422;0.000893969;0.00921446;2.75535e-05;3.26575e-09;3.69168e-08;-1.3494e-08;train/fly-8.png
0.216113;0.0156258;0.000447876;3.58545e-05;3.88379e-09;2.90726e-06;2.35794e-09;train/truck-02.png
0.385565;0.0369182;0.00710341;0.00487584;-1.59889e-05;0.000850165;-2.38278e-05;train/stef-17.png
0.571992;0.199028;0.132605;0.0551647;0.0047098;0.0246103;-0.000280429;train/hammer-18.png
0.173979;0.00156436;0.000498387;1.22889e-05;-9.61438e-10;-4.85916e-07;-2.35908e-11;train/hat-20.png
0.416274;0.123163;0.0588463;0.0414511;0.00204699;0.0145306;-2.99272e-05;train/guitar-5.png
0.570923;0.21028;0.0103532;0.00118074;8.48797e-08;6.26733e-05;4.12741e-06;train/spring-4.png
